company_name,high,low,last_price,prev_close,change,percent_gain
Godrej Ind,691.00,676.00,684.75,668.25,16.5,2.47
CAMS,"2,495.00","2,463.15","2,484.80","2,425.40",59.4,2.45
Finolex Ind,195.30,192.30,194.45,189.80,4.65,2.45
CenturyPlyboard,665.00,646.80,651.45,635.95,15.5,2.44
Gujarat Pipavav,138.50,136.85,138.30,135.00,3.3,2.44
GE Shipping,780.00,764.00,776.00,757.65,18.35,2.42
NCC,157.40,155.00,157.00,153.35,3.65,2.38
C. E. Info Syst,"2,125.00","2,080.05","2,105.60","2,057.55",48.05,2.34
Polyplex Corp,"1,065.00","1,045.00","1,063.70","1,039.65",24.05,2.31
Piramal Pharma,121.00,119.30,120.80,118.10,2.7,2.29
Lakshmi Machine,"13,138.00","13,000.00","13,130.00","12,837.75",292.25,2.28
APTUS VALUE,308.40,304.35,307.20,300.45,6.75,2.25
Latent View,422.40,415.15,418.60,409.40,9.2,2.25
Prism Johnson,157.95,154.00,156.70,153.30,3.4,2.22
Archean Chem,539.00,532.00,538.75,527.10,11.65,2.21
JM Financial,83.00,82.30,82.80,81.05,1.75,2.16
PCBL,216.40,212.50,214.95,210.40,4.55,2.16
Indigo Paints,"1,539.00","1,525.35","1,534.90","1,502.95",31.95,2.13
RITES,449.00,445.25,448.00,438.75,9.25,2.11
KPIT Tech,"1,415.00","1,373.05","1,398.00","1,369.20",28.8,2.1
GMM Pfaudler,"1,722.45","1,687.00","1,720.95","1,686.05",34.9,2.07
United Brewerie,"1,618.80","1,575.25","1,607.80","1,575.25",32.55,2.07
Zensar Tech,490.90,483.00,490.90,481.00,9.9,2.06
G R Infra,"1,169.90","1,113.00","1,129.45","1,106.85",22.6,2.04
ZFCVINDIA,"16,745.30","16,610.05","16,721.05","16,387.35",333.7,2.04
Ingersoll Rand,"2,954.35","2,900.00","2,951.15","2,892.35",58.8,2.03
Rossari,730.75,715.95,730.35,715.85,14.5,2.03
BLS Internation,280.50,275.30,280.00,274.45,5.55,2.02
Campus Active,264.25,259.95,264.05,258.85,5.2,2.01
JSW Energy,392.10,384.80,390.35,382.70,7.65,2
Sun Pharma Adv,262.40,257.00,258.85,253.85,5,1.97
Happiest Minds ,843.20,829.00,842.00,825.85,16.15,1.96
NMDC,172.75,170.40,172.00,168.70,3.3,1.96
Bikaji Foods,527.90,519.45,525.85,515.80,10.05,1.95
Go Fashion,"1,303.95","1,240.05","1,262.65","1,238.75",23.9,1.93
EID Parry,517.80,510.00,513.00,503.35,9.65,1.92
Restaurant Bran,116.45,114.85,116.10,113.95,2.15,1.89
ITI,266.00,261.00,263.80,258.90,4.9,1.89
SAIL,90.20,88.10,89.75,88.10,1.65,1.87
Godrej Agrovet,485.00,478.40,484.40,475.55,8.85,1.86
Vijaya Diagnost,649.10,632.05,641.85,630.10,11.75,1.86
Jindal Stainles,484.60,474.85,483.40,474.60,8.8,1.85
Rain Industries,147.20,145.00,146.75,144.10,2.65,1.84
Triveni Engg,369.65,360.45,362.15,355.60,6.55,1.84
Affle India,"1,036.60","1,025.10","1,035.70","1,017.60",18.1,1.78
Equitas Bank,97.45,96.25,97.10,95.40,1.7,1.78
Intellect Desig,673.50,663.00,673.00,661.25,11.75,1.78
Aether Ind,917.15,900.40,907.00,891.20,15.8,1.77
Olectra Greente,"1,185.00","1,170.00","1,183.00","1,162.55",20.45,1.76
Indiabulls Hsg,173.00,170.10,170.75,167.90,2.85,1.7
Rajesh Exports,442.45,436.55,442.00,434.60,7.4,1.7
Sonata,"1,347.40","1,325.00","1,340.00","1,317.85",22.15,1.68
TMB,536.00,526.00,532.00,523.25,8.75,1.67
BEML,"2,219.95","2,190.60","2,206.90","2,170.85",36.05,1.66
Amara Raja,638.90,632.00,638.50,628.15,10.35,1.65
Anupam Rasayan,930.00,918.00,921.25,906.30,14.95,1.65
Apar Ind,"5,308.00","5,132.10","5,191.50","5,107.60",83.9,1.64
UPL,557.85,550.25,556.05,547.15,8.9,1.63
Motherson SWI,59.80,59.15,59.70,58.75,0.95,1.62
Coromandel Int,"1,121.10","1,101.90","1,114.95","1,097.50",17.45,1.59
United Spirits,"1,066.75","1,046.40","1,061.00","1,044.35",16.65,1.59
Motilal Oswal,"1,049.95","1,028.00","1,043.05","1,026.70",16.35,1.59
EPL,198.65,194.90,195.80,192.75,3.05,1.58
Jindal Worldwid,346.00,337.45,343.10,337.80,5.3,1.57
Narayana Hruda,"1,095.00","1,084.15","1,089.10","1,072.35",16.75,1.56
Tata Inv Corp,"3,268.50","3,215.25","3,244.60","3,194.95",49.65,1.55
Nuvoco Vistas,352.85,346.85,348.80,343.50,5.3,1.54
Zomato,123.95,122.00,123.15,121.30,1.85,1.53
Trident,37.00,36.50,36.75,36.20,0.55,1.52
Kajaria Ceramic,"1,305.00","1,290.70","1,294.95","1,275.75",19.2,1.5
Fine Organics,"4,295.00","4,247.00","4,287.60","4,224.45",63.15,1.49
Brightcom Group,17.25,17.05,17.05,16.80,0.25,1.49
Rattanindia Ent,62.45,60.75,61.95,61.05,0.9,1.47
MTAR Tech,"2,269.00","2,242.00","2,250.00","2,217.50",32.5,1.47
Vodafone Idea,13.95,13.80,13.90,13.70,0.2,1.46
ICICI Lombard ,"1,374.40","1,349.05","1,372.00","1,352.25",19.75,1.46
Bombay Burmah,"1,498.65","1,461.45","1,481.05","1,459.95",21.1,1.45
Guj Alkali,735.45,724.00,734.50,724.05,10.45,1.44
Rail Vikas,159.05,157.55,158.45,156.20,2.25,1.44
Home First,950.00,919.10,944.15,930.85,13.3,1.43
IRB Infra,35.65,35.25,35.40,34.90,0.5,1.43
IRB Infra,35.65,35.25,35.40,34.90,0.5,1.43
Manappuram Fin,138.20,136.10,138.00,136.05,1.95,1.43
Mahindra Logist,367.20,361.75,364.25,359.10,5.15,1.43
Suprajit Eng,378.00,373.05,373.25,368.00,5.25,1.43
JBM Auto,"1,220.00","1,201.05","1,210.00","1,193.10",16.9,1.42
Jyothy Labs,423.00,416.75,419.95,414.05,5.9,1.42
Solar Ind,"6,223.80","6,153.40","6,191.20","6,104.55",86.65,1.42
Sundaram Fin,"3,242.00","3,184.95","3,229.00","3,183.80",45.2,1.42
Westlife Food,833.70,821.15,829.90,818.40,11.5,1.41
Keystone Real,559.95,549.25,556.85,549.25,7.6,1.38
Suven Pharma,598.95,586.00,588.70,580.70,8,1.38
Linde India,"6,140.00","6,072.90","6,125.95","6,043.15",82.8,1.37
Cera Sanitary,"8,750.95","8,621.30","8,725.00","8,607.10",117.9,1.37
Delta Corp,142.40,141.50,142.00,140.10,1.9,1.36
Kansai Nerolac,309.00,306.65,308.55,304.40,4.15,1.36
Sapphire Foods,"1,329.50","1,304.85","1,318.00","1,300.40",17.6,1.35
Schaeffler Ind,"2,810.00","2,781.00","2,785.35","2,748.45",36.9,1.34
Prince Pipes,735.00,717.00,721.85,712.45,9.4,1.32
HLE Glascoat,523.90,518.00,520.00,513.25,6.75,1.32
HLE Glascoat,523.90,518.00,520.00,513.25,6.75,1.32
Sterlite Techno,142.00,140.20,141.70,139.85,1.85,1.32
Infosys,"1,388.00","1,380.05","1,386.85","1,368.85",18,1.31
Adani Total Gas,549.50,544.65,546.40,539.50,6.9,1.28
Aarti Ind,524.50,516.00,517.70,511.15,6.55,1.28
INDUS TOWERS,186.50,184.45,185.75,183.40,2.35,1.28
GSFC,183.95,182.50,183.25,180.95,2.3,1.27
JK Lakshmi Cem,794.00,778.35,787.25,777.35,9.9,1.27
Star Health,554.00,547.50,551.40,544.55,6.85,1.26
Vedant Fashions,"1,357.90","1,342.05","1,349.45","1,332.70",16.75,1.26
IDFC,118.80,117.85,118.50,117.05,1.45,1.24
Avanti Feeds,401.80,397.05,400.70,395.85,4.85,1.23
Devyani Int,185.75,184.40,185.00,182.75,2.25,1.23
Ceat,"2,149.90","2,120.50","2,132.75","2,107.10",25.65,1.22
NBCC (India),66.75,66.20,66.55,65.75,0.8,1.22
Blue Star,980.00,960.40,961.45,950.00,11.45,1.21
NALCO,92.60,92.00,92.40,91.30,1.1,1.2
Supreme Ind,"4,339.95","4,261.30","4,298.95","4,247.95",51,1.2
Adani Green Ene,952.75,941.05,949.75,938.70,11.05,1.18
Ashok Leyland,176.35,175.00,175.85,173.80,2.05,1.18
HUDCO,82.00,80.85,81.25,80.30,0.95,1.18
Rainbow Child,"1,029.95","1,023.05","1,029.95","1,017.90",12.05,1.18
CCL Products,634.75,630.00,632.95,625.60,7.35,1.17
Can Fin Homes,759.00,751.20,757.10,748.35,8.75,1.17
Century,"1,191.00","1,182.10","1,185.00","1,171.35",13.65,1.17
EIH,234.95,233.05,233.55,230.85,2.7,1.17
Jubilant Ing.,418.00,409.35,415.70,410.90,4.8,1.17
CRISIL,"4,199.00","4,130.70","4,147.25","4,099.85",47.4,1.16
Chola Fin Hold,"1,155.70","1,123.00","1,152.25","1,139.00",13.25,1.16
Laxmi Organic,277.45,274.00,275.95,272.80,3.15,1.15
Birla Corp,"1,305.25","1,280.10","1,287.00","1,272.55",14.45,1.14
Krishna Inst.,"1,905.00","1,885.00","1,889.95","1,868.60",21.35,1.14
Zee Entertain,253.50,249.35,251.80,248.95,2.85,1.14
Bata India,"1,593.90","1,560.75","1,580.30","1,562.65",17.65,1.13
Jubilant Pharmo,414.00,408.10,411.25,406.65,4.6,1.13
Nippon,404.70,400.50,401.90,397.45,4.45,1.12
SJVN,77.30,76.20,76.65,75.80,0.85,1.12
DCM Shriram,893.65,883.80,893.65,883.80,9.85,1.11
GlaxoSmithKline,"1,492.60","1,479.00","1,488.20","1,471.80",16.4,1.11
TVS Motor,"1,654.95","1,635.00","1,650.00","1,631.95",18.05,1.11
Adani Energy,774.10,765.05,768.80,760.45,8.35,1.1
Hikal,281.75,278.50,279.45,276.40,3.05,1.1
Adani Wilmar,298.60,294.00,296.60,293.40,3.2,1.09
Hitachi Energy,"4,443.50","4,392.90","4,420.00","4,372.85",47.15,1.08
Uflex,438.70,433.00,436.70,432.05,4.65,1.08
Indian Bank,421.90,419.25,420.55,416.05,4.5,1.08
AU Small Financ,715.75,703.45,706.70,699.25,7.45,1.07
Eicher Motors,"3,611.55","3,570.00","3,578.80","3,540.75",38.05,1.07
Sona BLW,574.00,568.05,571.30,565.25,6.05,1.07
Tejas Networks,854.90,849.80,852.50,843.45,9.05,1.07
Sobha,839.90,830.00,831.90,823.20,8.7,1.06
Suzlon Energy,38.75,38.10,38.30,37.90,0.4,1.06
TeamLease Ser.,"2,512.95","2,475.00","2,483.65","2,457.60",26.05,1.06
Aarti Drugs,488.25,482.45,486.50,481.45,5.05,1.05
IDFC First Bank,86.70,86.00,86.25,85.35,0.9,1.05
Exide Ind,272.00,270.00,270.95,268.15,2.8,1.04
Orient Electric,220.00,217.80,220.00,217.75,2.25,1.03
City Union Bank,144.30,143.10,143.70,142.25,1.45,1.02
KNR Construct,268.50,265.80,267.35,264.65,2.7,1.02
Alkyl Amines,"2,155.00","2,127.50","2,149.00","2,127.50",21.5,1.01
V-Guard Ind,291.55,288.80,290.90,288.00,2.9,1.01
Oil India,311.40,307.00,308.80,305.75,3.05,1
Godfrey Phillip,"2,108.90","2,095.00","2,099.90","2,079.35",20.55,0.99
Sunteck Realty,453.05,446.00,452.20,447.75,4.45,0.99
Sundram,"1,288.85","1,271.95","1,278.40","1,265.85",12.55,0.99
Cyient,"1,680.00","1,665.00","1,677.00","1,660.70",16.3,0.98
Bharat Dynamics,"1,069.00","1,060.00","1,063.40","1,053.20",10.2,0.97
TataTeleservice,89.00,88.55,88.85,88.00,0.85,0.97
PI Industries,"3,734.30","3,705.00","3,723.00","3,687.35",35.65,0.97
REC,330.00,326.50,328.85,325.70,3.15,0.97
Welspun India,150.75,149.60,150.30,148.85,1.45,0.97
Cochin Shipyard,"1,064.00","1,056.00","1,058.80","1,048.70",10.1,0.96
Godrej Prop,"1,841.85","1,825.20","1,835.00","1,817.65",17.35,0.95
Guj State Petro,277.65,275.60,277.00,274.40,2.6,0.95
UCO Bank,37.70,37.35,37.35,37.00,0.35,0.95
IRFC,75.40,74.65,74.80,74.10,0.7,0.94
Birlasoft,591.55,586.00,588.80,583.40,5.4,0.93
Bank of India,104.55,103.65,103.95,103.00,0.95,0.92
SKF India,"4,750.00","4,650.00","4,657.95","4,615.90",42.05,0.91
Gujarat Fluoro,"2,810.40","2,780.00","2,800.05","2,775.05",25,0.9
HEG,"1,584.00","1,577.00","1,580.90","1,566.75",14.15,0.9
IGL,398.75,396.05,397.70,394.15,3.55,0.9
Poonawalla Fin,395.40,392.00,393.60,390.10,3.5,0.9
Nazara,830.00,824.00,827.55,820.15,7.4,0.9
Eris Life,920.95,909.10,916.55,908.50,8.05,0.89
L&T Finance,142.70,141.65,142.05,140.80,1.25,0.89
Medplus Health,816.70,809.60,813.75,806.60,7.15,0.89
Aditya Birla F,219.20,217.25,218.50,216.60,1.9,0.88
Zydus Wellness,"1,553.95","1,536.15","1,545.00","1,531.75",13.25,0.87
GMR Airports,59.40,57.75,58.15,57.65,0.5,0.87
IDBI Bank,63.90,63.65,63.80,63.25,0.55,0.87
Vardhman Text,369.85,365.00,369.85,366.65,3.2,0.87
Piramal Enter,963.00,951.40,954.00,945.75,8.25,0.87
Thermax,"2,969.95","2,899.65","2,920.00","2,894.75",25.25,0.87
Tata Elxsi,"8,171.00","8,077.00","8,125.00","8,055.05",69.95,0.87
Craftsman,"4,980.00","4,913.40","4,929.85","4,888.05",41.8,0.86
India Cements,214.55,213.15,214.35,212.55,1.8,0.85
CreditAccess Gr,"1,728.50","1,707.80","1,714.00","1,699.70",14.3,0.84
HFCL,66.25,66.00,66.25,65.70,0.55,0.84
NOCIL,228.90,227.00,227.30,225.40,1.9,0.84
NTPC,246.35,243.00,244.80,242.75,2.05,0.84
Dalmia Bharat,"2,124.00","2,101.00","2,107.00","2,089.50",17.5,0.84
SBI Card,762.00,755.75,759.80,753.45,6.35,0.84
ACC,"1,847.95","1,832.00","1,840.50","1,825.30",15.2,0.83
CSB Bank,350.80,348.05,350.80,347.90,2.9,0.83
Raymond,"1,921.90","1,900.00","1,905.00","1,889.30",15.7,0.83
UTI AMC,792.00,782.05,786.45,780.00,6.45,0.83
Graphite India,470.00,466.00,468.15,464.35,3.8,0.82
Grindwell Norto,"2,098.00","2,071.65","2,083.00","2,066.10",16.9,0.82
Epigral,920.00,910.00,914.10,906.70,7.4,0.82
Wipro,383.40,381.45,382.40,379.30,3.1,0.82
Yes Bank,18.60,18.35,18.45,18.30,0.15,0.82
Titan Company,"3,320.00","3,265.00","3,282.70","3,256.35",26.35,0.81
Varroc Engineer,475.80,471.10,473.50,469.70,3.8,0.81
CIEINDIA,478.45,472.45,473.95,470.25,3.7,0.79
UNO Minda,639.90,633.80,637.75,632.75,5,0.79
PNB Housing Fin,753.00,744.35,749.45,743.60,5.85,0.79
Tata Steel,121.60,120.65,121.00,120.05,0.95,0.79
Tata Steel,121.60,120.65,121.00,120.05,0.95,0.79
VIP Industries,611.90,606.00,608.35,603.60,4.75,0.79
DLF,611.45,606.75,610.75,606.05,4.7,0.78
Rallis India,220.80,217.60,219.30,217.60,1.7,0.78
Torrent Power,790.00,776.00,783.60,777.65,5.95,0.77
AIA Engineering,"3,607.70","3,565.00","3,586.60","3,559.50",27.1,0.76
Hind Zinc,305.80,303.20,304.10,301.80,2.3,0.76
Larsen,"3,060.00","3,044.00","3,056.45","3,033.25",23.2,0.76
Hindustan Aeron,"2,092.00","2,045.00","2,074.35","2,058.90",15.45,0.75
Hindustan Aeron,"2,092.00","2,045.00","2,074.35","2,058.90",15.45,0.75
Sharda Crop,420.00,415.40,418.45,415.35,3.1,0.75
Balaji Amines,"2,054.95","2,033.20","2,040.00","2,025.00",15,0.74
Granules India,371.00,367.10,369.25,366.55,2.7,0.74
KPIL,635.95,631.55,634.90,630.25,4.65,0.74
Tata Power,253.90,252.40,253.25,251.40,1.85,0.74
Adani Enterpris,"2,226.00","2,219.70","2,221.10","2,205.10",16,0.73
CESC,89.95,89.30,89.70,89.05,0.65,0.73
Clean Science,"1,386.00","1,371.80","1,381.00","1,371.00",10,0.73
Indiamart Inter,"2,639.70","2,618.75","2,620.65","2,601.75",18.9,0.73
J. K. Cement,"3,553.80","3,482.70","3,488.35","3,463.50",24.85,0.72
PB Fintech,757.10,747.60,751.95,746.55,5.4,0.72
Praj Industries,575.00,565.10,571.00,566.90,4.1,0.72
Interglobe Avi,"2,549.00","2,504.20","2,519.40","2,501.75",17.65,0.71
TTK Prestige,815.00,799.00,803.65,797.95,5.7,0.71
Container Corp,744.00,735.15,742.00,736.85,5.15,0.7
Divis Labs,"3,524.75","3,495.10","3,517.60","3,493.20",24.4,0.7
P and G,"18,162.90","17,850.10","17,935.05","17,810.70",124.35,0.7
TCS,"3,359.00","3,345.00","3,356.70","3,333.45",23.25,0.7
Asian Paints,"3,100.00","3,090.00","3,097.55","3,076.45",21.1,0.69
Ambuja Cements,422.20,420.00,421.00,418.10,2.9,0.69
Just Dial,713.95,706.55,711.35,706.45,4.9,0.69
Macrotech Dev,864.55,856.00,860.00,854.10,5.9,0.69
Muthoot Finance,"1,295.00","1,260.00","1,282.00","1,273.25",8.75,0.69
Reliance,"2,331.00","2,322.50","2,330.80","2,314.90",15.9,0.69
Bharat Elec,140.30,139.30,139.75,138.80,0.95,0.68
Central Bank,44.30,44.00,44.20,43.90,0.3,0.68
Chambal Fert,312.70,309.00,309.90,307.80,2.1,0.68
IEX,132.90,132.00,132.35,131.45,0.9,0.68
Max Healthcare,599.95,595.05,596.95,592.90,4.05,0.68
NHPC,52.15,51.70,51.95,51.60,0.35,0.68
Bandhan Bank,220.00,218.80,219.20,217.75,1.45,0.67
Mazagon Dock,"2,003.40","1,991.65","1,997.00","1,983.65",13.35,0.67
Brigade Ent,715.30,703.30,705.50,700.90,4.6,0.66
Garware Technic,"3,153.70","3,123.20","3,141.90","3,121.20",20.7,0.66
Sun TV Network,654.25,640.00,651.15,646.90,4.25,0.66
CHEMPLAST SANMA,454.40,442.10,450.20,447.30,2.9,0.65
Five-Star Busin,801.00,790.25,794.35,789.20,5.15,0.65
GAIL,126.75,125.75,126.40,125.60,0.8,0.64
HDFC Bank,"1,502.00","1,496.15","1,501.00","1,491.50",9.5,0.64
Oberoi Realty,"1,269.20","1,257.90","1,264.65","1,256.65",8,0.64
Shriram Finance,"1,967.75","1,957.10","1,964.70","1,952.20",12.5,0.64
IRCTC,678.85,676.00,676.70,672.45,4.25,0.63
Union Bank,105.40,104.65,104.65,104.00,0.65,0.63
Chalet Hotels,593.95,582.00,587.95,584.30,3.65,0.62
Castrol,138.50,135.50,137.50,136.65,0.85,0.62
TML - D,448.30,445.40,446.20,443.45,2.75,0.62
TML - D,448.30,445.40,446.20,443.45,2.75,0.62
Aegis Logistics,313.50,311.05,312.40,310.50,1.9,0.61
Emami,518.90,515.05,516.20,513.05,3.15,0.61
Laurus Labs,372.95,368.95,371.20,368.95,2.25,0.61
Dr Lal PathLab,"2,714.00","2,690.00","2,693.00","2,676.90",16.1,0.6
Nestle,"24,348.00","24,141.00","24,282.50","24,137.20",145.3,0.6
TCNS Clothing C,363.80,359.10,361.00,358.85,2.15,0.6
Honeywell Autom,"37,697.80","37,345.00","37,564.95","37,341.75",223.2,0.6
Sanofi India,"7,822.30","7,760.90","7,800.00","7,754.35",45.65,0.59
Syngene Intl,722.30,713.50,720.75,716.55,4.2,0.59
Zydus Life,624.80,619.85,623.50,619.90,3.6,0.58
TV18 Broadcast,43.25,42.95,43.10,42.85,0.25,0.58
Adani Ports,816.70,813.00,813.30,808.60,4.7,0.58
TCI Express,"1,356.60","1,342.00","1,347.60","1,339.80",7.8,0.58
JK Paper,383.00,378.00,379.55,377.40,2.15,0.57
Bajaj Auto,"5,437.25","5,358.60","5,422.50","5,392.05",30.45,0.56
ITC,439.20,438.00,439.00,436.55,2.45,0.56
L&T Technology,"4,319.90","4,282.30","4,298.90","4,275.05",23.85,0.56
ONGC,198.80,196.50,197.00,195.90,1.1,0.56
Torrent Pharma,"2,076.75","2,060.05","2,069.75","2,058.20",11.55,0.56
Gland,"1,646.35","1,635.00","1,636.05","1,627.05",9,0.55
SBI Life Insura,"1,370.50","1,353.10","1,362.80","1,355.40",7.4,0.55
Jamna Auto,112.60,112.00,112.20,111.60,0.6,0.54
KEC Intl,583.70,578.00,579.85,576.75,3.1,0.54
CG Consumer,285.05,281.70,283.75,282.25,1.5,0.53
Poly Medicure,"1,453.15","1,434.95","1,447.90","1,440.20",7.7,0.53
Transport Corp,911.40,895.20,897.35,892.65,4.7,0.53
TATA Cons. Prod,922.00,916.05,917.50,912.70,4.8,0.53
Astral Ltd,"1,905.60","1,895.00","1,901.10","1,891.35",9.75,0.52
Balkrishna Ind,"2,592.15","2,557.00","2,580.00","2,566.55",13.45,0.52
Pfizer,"3,922.00","3,897.55","3,910.00","3,889.70",20.3,0.52
Oracle Fin Serv,"4,075.05","4,018.00","4,040.00","4,019.15",20.85,0.52
Bharat Forge,"1,050.00","1,041.20","1,045.85","1,040.50",5.35,0.51
M&M,"1,540.00","1,529.00","1,531.80","1,524.10",7.7,0.51
Pidilite Ind,"2,454.00","2,438.25","2,444.70","2,432.35",12.35,0.51
Infibeam Avenue,20.45,19.80,20.10,20.00,0.1,0.5
Shree Renuka,50.85,50.50,50.55,50.30,0.25,0.5
Apollo Tyres,423.20,417.20,420.75,418.70,2.05,0.49
Chola Invest.,"1,160.00","1,149.00","1,153.85","1,148.25",5.6,0.49
Capri Global,766.00,761.85,765.90,762.15,3.75,0.49
Shoppers Stop,664.70,657.25,659.35,656.15,3.2,0.49
HDFC AMC,"2,797.00","2,780.00","2,782.95","2,769.85",13.1,0.47
HINDPETRO,305.35,300.50,300.95,299.55,1.4,0.47
Tech Mahindra,"1,147.15","1,142.00","1,143.50","1,138.15",5.35,0.47
AB Capital,176.75,173.95,175.85,175.05,0.8,0.46
Mastek,"2,262.40","2,240.00","2,246.90","2,236.55",10.35,0.46
Phoenix Mills,"2,067.90","2,038.00","2,039.55","2,030.25",9.3,0.46
Siemens,"3,429.90","3,410.00","3,423.00","3,407.35",15.65,0.46
3M India,"32,090.00","31,580.00","31,701.00","31,558.00",143,0.45
Dr Reddys Labs,"5,457.70","5,435.00","5,449.15","5,424.90",24.25,0.45
LIC Housing Fin,456.00,453.10,454.00,451.95,2.05,0.45
Tata Motors,657.95,653.15,654.00,651.05,2.95,0.45
Tata Motors,657.95,653.15,654.00,651.05,2.95,0.45
V-Mart Retail,"1,700.00","1,683.05","1,689.50","1,682.00",7.5,0.45
Maruti Suzuki,"10,495.00","10,415.15","10,435.00","10,388.80",46.2,0.44
Angel One,"2,750.00","2,725.00","2,732.00","2,720.35",11.65,0.43
Carborundum,"1,078.50","1,060.30","1,077.00","1,072.35",4.65,0.43
Endurance Techn,"1,656.40","1,639.00","1,642.50","1,635.45",7.05,0.43
Godrej Consumer,996.90,987.30,988.50,984.30,4.2,0.43
Havells India,"1,267.95","1,256.40","1,262.80","1,257.40",5.4,0.43
Abbott India,"23,881.35","23,725.00","23,808.75","23,705.65",103.1,0.43
Marico,524.90,521.25,523.50,521.25,2.25,0.43
One 97 Paytm,905.00,895.05,898.00,894.15,3.85,0.43
JSW Steel,761.00,753.00,757.95,754.75,3.2,0.42
Kotak Mahindra,"1,753.00","1,747.00","1,752.70","1,745.45",7.25,0.42
Triveni Turbine,408.80,398.15,404.95,403.25,1.7,0.42
Canara Bank,390.90,387.75,389.00,387.40,1.6,0.41
Finolex Cables,945.40,933.65,937.70,933.90,3.8,0.41
KPR Mill,779.30,769.95,774.50,771.30,3.2,0.41
Bharti Airtel,940.00,933.00,939.20,935.50,3.7,0.4
Cipla,"1,248.90","1,243.00","1,245.00","1,240.10",4.9,0.4
HCL Tech,"1,265.45","1,256.35","1,260.50","1,255.45",5.05,0.4
Hero Motocorp,"3,140.00","3,117.00","3,117.50","3,105.20",12.3,0.4
NLC India,151.40,150.15,150.75,150.15,0.6,0.4
Power Grid Corp,213.70,211.70,212.00,211.15,0.85,0.4
Petronet LNG,196.65,195.00,195.45,194.70,0.75,0.39
SBI,584.75,580.50,581.75,579.50,2.25,0.39
Varun Beverages,"1,023.00","1,011.25","1,013.00","1,009.05",3.95,0.39
Varun Beverages,"1,023.00","1,011.25","1,013.00","1,009.05",3.95,0.39
Cummins,"1,776.00","1,768.45","1,775.10","1,768.45",6.65,0.38
Firstsource Sol,160.00,158.40,158.60,158.00,0.6,0.38
Gujarat Gas,421.00,417.90,419.15,417.55,1.6,0.38
Bayer CropScien,"5,495.00","5,436.00","5,454.10","5,433.70",20.4,0.38
Indian Hotels,413.50,410.10,411.00,409.45,1.55,0.38
Tanla Platforms,957.85,949.05,950.00,946.40,3.6,0.38
Delhivery,412.00,407.75,409.65,408.15,1.5,0.37
PVR INOX,"1,684.80","1,665.00","1,672.30","1,666.20",6.1,0.37
Bank of Baroda,196.45,195.30,195.55,194.85,0.7,0.36
ICICI Bank,943.20,939.60,942.00,938.60,3.4,0.36
IOC,98.90,98.05,98.40,98.05,0.35,0.36
JB Chemicals,"1,521.00","1,503.00","1,507.90","1,502.45",5.45,0.36
JB Chemicals,"1,521.00","1,503.00","1,507.90","1,502.45",5.45,0.36
Bosch,"19,830.00","19,572.55","19,641.95","19,572.45",69.5,0.36
Prestige Estate,880.00,871.15,876.30,873.15,3.15,0.36
Persistent,"6,330.00","6,258.55","6,268.90","6,246.15",22.75,0.36
Atul,"6,683.60","6,653.05","6,674.60","6,651.30",23.3,0.35
M&M Financial,273.60,272.10,272.50,271.55,0.95,0.35
SUMITOMO,388.00,382.45,383.65,382.30,1.35,0.35
Deepak Nitrite,"2,142.00","2,105.65","2,119.25","2,112.00",7.25,0.34
