company_name,high,low,last_price,prev_close,change,percent_gain
Guj Mineral,594.00,575.35,578.75,577.80,0.95,0.16
SBFC Finance,116.10,113.60,114.98,114.80,0.18,0.16
Endurance Techn,"2,985.00","2,903.00","2,926.20","2,922.00",4.2,0.14
Patanjali Foods,594.20,588.70,591.35,590.50,0.85,0.14
AFFLE 3I,"1,952.00","1,914.50","1,922.00","1,919.60",2.4,0.13
Glenmark,"1,840.60","1,792.60","1,815.10","1,812.70",2.4,0.13
Inox Wind,154.95,152.50,153.30,153.10,0.2,0.13
Bikaji Foods,736.50,726.30,731.20,730.30,0.9,0.12
Chambal Fert,493.75,485.00,487.40,486.85,0.55,0.11
Just Dial,797.75,788.65,792.25,791.40,0.85,0.11
SJVN,89.10,87.94,88.16,88.07,0.09,0.1
Sona BLW,503.40,476.10,484.35,483.85,0.5,0.1
Container Corp,543.20,536.65,541.20,540.75,0.45,0.08
IRB Infra,44.99,44.41,44.66,44.63,0.03,0.07
Ramco Cements,"1,062.00","1,048.00","1,059.10","1,058.40",0.7,0.07
Sundaram Fin,"4,734.20","4,665.00","4,687.30","4,684.20",3.1,0.07
Zen Tech,"1,359.00","1,331.00","1,340.80","1,339.80",1,0.07
HDFC Bank,"1,008.00",995.00,"1,003.55","1,002.95",0.6,0.06
MOTHERSON,107.72,106.11,106.98,106.93,0.05,0.05
AstraZeneca,"9,528.00","9,200.50","9,315.50","9,311.50",4,0.04
Eris Life,"1,660.00","1,598.80","1,628.40","1,627.80",0.6,0.04
IFCI,57.37,55.35,56.00,55.98,0.02,0.04
Adani Total Gas,624.60,618.40,619.25,619.05,0.2,0.03
Finolex Ind,191.31,189.00,190.24,190.18,0.06,0.03
India Cements,389.25,382.65,386.80,386.70,0.1,0.03
Vijaya Diagnost,"1,005.60",995.00,999.90,999.60,0.3,0.03
ZFCVINDIA,"13,116.00","12,880.00","12,917.00","12,914.00",3,0.02
Carborundum,922.45,902.95,908.30,908.25,0.05,0.01
