company_name,high,low,last_price,prev_close,change,percent_gain
Berger Paints,571.60,561.05,568.55,567.20,1.35,0.24
ONGC,255.20,246.75,247.88,247.32,0.56,0.23
Cera Sanitary,"7,066.50","6,912.50","7,005.50","6,998.00",7.5,0.11
BASF,"5,218.00","4,970.00","4,998.50","4,994.00",4.5,0.09
Divis Labs,"6,862.50","6,706.00","6,725.00","6,719.00",6,0.09
Syngene Intl,671.00,659.60,663.15,662.55,0.6,0.09
eClerx Services,"3,780.00","3,428.00","3,678.70","3,676.10",2.6,0.07
United Brewerie,"2,080.90","2,054.40","2,065.30","2,064.40",0.9,0.04
Schaeffler Ind,"4,232.90","4,159.90","4,189.50","4,188.40",1.1,0.03
Indian Bank,629.50,624.25,625.10,625.00,0.1,0.02
Swiggy,366.00,352.85,356.10,356.05,0.05,0.01
